engine,model_key,run_dir,native_output_tokens,char_count,word_count,native_tokens_per_char,native_tokens_per_word
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T110300Z_in-the-observatory-ruins-a-clock,280,378,63,0.7407407407407407,4.444444444444445
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T110323Z_in-the-observatory-ruins-a-clock,424,261,38,1.6245210727969348,11.157894736842104
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T110357Z_in-the-observatory-ruins-a-clock,525,2388,368,0.2198492462311558,1.4266304347826086
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T110505Z_in-the-observatory-ruins-a-clock,278,291,50,0.9553264604810997,5.56
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T110647Z_in-the-observatory-ruins-a-clock,135,208,29,0.6490384615384616,4.655172413793103
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T110724Z_in-the-observatory-ruins-a-clock,460,918,128,0.5010893246187363,3.59375
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T111027Z_in-the-observatory-ruins-a-clock,381,1785,308,0.2134453781512605,1.2370129870129871
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T111038Z_in-the-observatory-ruins-a-clock,192,51,10,3.764705882352941,19.2
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T111103Z_in-the-observatory-ruins-a-clock,306,1241,204,0.2465753424657534,1.5
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T111109Z_in-the-observatory-ruins-a-clock,269,1330,197,0.20225563909774436,1.365482233502538
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T111123Z_in-the-observatory-ruins-a-clock,487,2517,405,0.19348430671434247,1.202469135802469
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T111146Z_in-the-observatory-ruins-a-clock,319,178,31,1.7921348314606742,10.290322580645162
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T111224Z_in-the-observatory-ruins-a-clock,279,692,107,0.4031791907514451,2.607476635514019
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T111248Z_in-the-observatory-ruins-a-clock,1023,829,143,1.2340168878166466,7.153846153846154
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T111318Z_in-the-observatory-ruins-a-clock,468,2188,360,0.21389396709323583,1.3
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T111418Z_in-the-observatory-ruins-a-clock,339,606,81,0.5594059405940595,4.185185185185185
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T111605Z_in-the-observatory-ruins-a-clock,294,544,71,0.5404411764705882,4.140845070422535
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T111714Z_in-the-observatory-ruins-a-clock,464,487,71,0.9527720739219713,6.535211267605634
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T111942Z_in-the-observatory-ruins-a-clock,278,2512,434,0.1106687898089172,0.6405529953917051
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T111950Z_in-the-observatory-ruins-a-clock,136,84,16,1.619047619047619,8.5
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T112008Z_in-the-observatory-ruins-a-clock,275,415,63,0.6626506024096386,4.365079365079365
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T112021Z_in-the-observatory-ruins-a-clock,375,1622,275,0.2311960542540074,1.3636363636363635
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T112032Z_in-the-observatory-ruins-a-clock,543,2375,393,0.2286315789473684,1.381679389312977
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T112055Z_in-the-observatory-ruins-a-clock,287,455,80,0.6307692307692307,3.5875
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T112132Z_in-the-observatory-ruins-a-clock,335,582,110,0.5756013745704467,3.0454545454545454
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T112158Z_in-the-observatory-ruins-a-clock,305,127,25,2.4015748031496065,12.2
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T112238Z_in-the-observatory-ruins-a-clock,548,2535,411,0.21617357001972387,1.3333333333333333
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T112351Z_in-the-observatory-ruins-a-clock,299,606,96,0.4933993399339934,3.1145833333333335
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T112507Z_in-the-observatory-ruins-a-clock,224,329,46,0.6808510638297872,4.869565217391305
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T112553Z_in-the-observatory-ruins-a-clock,538,903,115,0.5957918050941307,4.678260869565217
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T112838Z_in-the-observatory-ruins-a-clock,194,1712,300,0.1133177570093458,0.6466666666666666
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T112845Z_in-the-observatory-ruins-a-clock,212,628,100,0.3375796178343949,2.12
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T112859Z_in-the-observatory-ruins-a-clock,141,177,34,0.7966101694915254,4.147058823529412
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T112907Z_in-the-observatory-ruins-a-clock,442,431,72,1.025522041763341,6.138888888888889
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T112926Z_in-the-observatory-ruins-a-clock,418,1923,322,0.21736869474778991,1.2981366459627328
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T112945Z_in-the-observatory-ruins-a-clock,254,197,34,1.2893401015228427,7.470588235294118
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T113017Z_in-the-observatory-ruins-a-clock,237,191,30,1.2408376963350785,7.9
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T113035Z_in-the-observatory-ruins-a-clock,373,549,74,0.6794171220400729,5.04054054054054
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T113114Z_in-the-observatory-ruins-a-clock,547,2496,411,0.21915064102564102,1.3309002433090025
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T113226Z_in-the-observatory-ruins-a-clock,312,523,76,0.5965583173996176,4.105263157894737
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T113413Z_in-the-observatory-ruins-a-clock,338,609,82,0.555008210180624,4.121951219512195
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T113529Z_in-the-observatory-ruins-a-clock,538,922,115,0.5835140997830802,4.678260869565217
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T113828Z_in-the-observatory-ruins-a-clock,519,2372,423,0.2188026981450253,1.2269503546099292
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T113840Z_in-the-observatory-ruins-a-clock,236,599,102,0.39398998330550916,2.3137254901960786
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T113904Z_in-the-observatory-ruins-a-clock,231,630,111,0.36666666666666664,2.081081081081081
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T113914Z_in-the-observatory-ruins-a-clock,246,249,47,0.9879518072289156,5.23404255319149
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T113928Z_in-the-observatory-ruins-a-clock,490,2075,341,0.236144578313253,1.436950146627566
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T113951Z_in-the-observatory-ruins-a-clock,290,618,112,0.4692556634304207,2.5892857142857144
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T114027Z_in-the-observatory-ruins-a-clock,304,657,108,0.4627092846270928,2.814814814814815
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T114052Z_in-the-observatory-ruins-a-clock,258,459,42,0.5620915032679739,6.142857142857143
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T114132Z_in-the-observatory-ruins-a-clock,489,2277,383,0.2147562582345191,1.276762402088773
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T114240Z_in-the-observatory-ruins-a-clock,338,365,42,0.9260273972602739,8.047619047619047
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T114412Z_in-the-observatory-ruins-a-clock,227,438,47,0.5182648401826484,4.829787234042553
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T114513Z_in-the-observatory-ruins-a-clock,423,773,102,0.5472186287192755,4.147058823529412
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T114753Z_in-the-observatory-ruins-a-clock,320,1216,217,0.2631578947368421,1.4746543778801844
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T114803Z_in-the-observatory-ruins-a-clock,235,136,27,1.7279411764705883,8.703703703703704
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T114823Z_in-the-observatory-ruins-a-clock,124,511,85,0.24266144814090018,1.4588235294117646
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T114832Z_in-the-observatory-ruins-a-clock,409,2,1,204.5,409.0
rtsm,gpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T114846Z_in-the-observatory-ruins-a-clock,490,2280,361,0.2149122807017544,1.3573407202216066
agc,gpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T114909Z_in-the-observatory-ruins-a-clock,174,767,127,0.22685788787483702,1.3700787401574803
lvtc,gpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T114940Z_in-the-observatory-ruins-a-clock,248,208,37,1.1923076923076923,6.702702702702703
srpf,gpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T115002Z_in-the-observatory-ruins-a-clock,76,21,4,3.619047619047619,19.0
rtsm,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T115039Z_in-the-observatory-ruins-a-clock,547,2498,413,0.2189751801441153,1.324455205811138
agc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\agc_20260404T115151Z_in-the-observatory-ruins-a-clock,242,132,16,1.8333333333333333,15.125
lvtc,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T115329Z_in-the-observatory-ruins-a-clock,336,647,84,0.5193199381761978,4.0
srpf,qwen2.5-0.5b-instruct,outputs\suite_20260404T090445Z_factorial\srpf_20260404T115432Z_in-the-observatory-ruins-a-clock,461,540,69,0.8537037037037037,6.681159420289855
rtsm,distilgpt2,outputs\suite_20260404T090445Z_factorial\rtsm_20260404T115710Z_in-the-observatory-ruins-a-clock,259,1061,171,0.24410933081998115,1.5146198830409356
agc,distilgpt2,outputs\suite_20260404T090445Z_factorial\agc_20260404T115718Z_in-the-observatory-ruins-a-clock,198,22,2,9.0,99.0
lvtc,distilgpt2,outputs\suite_20260404T090445Z_factorial\lvtc_20260404T115734Z_in-the-observatory-ruins-a-clock,307,1276,206,0.24059561128526646,1.4902912621359223
srpf,distilgpt2,outputs\suite_20260404T090445Z_factorial\srpf_20260404T115738Z_in-the-observatory-ruins-a-clock,377,2,1,188.5,377.0
